go_term	hit_rows	unique_proteins
GO:0008650(PANTHER)	3	3
GO:0008865(PANTHER)	3	3
GO:0009063(PANTHER)	3	3
GO:0009067(InterPro)	3	3
GO:0009083(PANTHER)	3	3
GO:0009088(PANTHER)	3	3
GO:0009092(PANTHER)	3	3
GO:0009134(PANTHER)	3	3
GO:0009231(PANTHER)	3	3
GO:0009437(PANTHER)	3	3
GO:0009566(PANTHER)	3	3
GO:0010033(PANTHER)	3	3
GO:0010121(PANTHER)	3	3
GO:0010124(PANTHER)	3	3
GO:0010389(PANTHER)	3	3
GO:0010436(PANTHER)	3	3
GO:0010499(PANTHER)	3	3
GO:0010506(PANTHER)	3	3
GO:0010507(PANTHER)	3	3
GO:0010564(PANTHER)	3	3
GO:0010608(PANTHER)	3	3
GO:0012501(PANTHER)	3	3
GO:0012506(PANTHER)	3	3
GO:0015079(PANTHER)	3	3
GO:0015379(PANTHER)	3	3
GO:0015385(PANTHER)	3	3
GO:0015386(PANTHER)	3	3
GO:0015930(PANTHER)	3	3
GO:0016024(PANTHER)	3	3
GO:0016040(PANTHER)	3	3
GO:0016094(PANTHER)	3	3
GO:0016121(PANTHER)	3	3
GO:0016174(PANTHER)	3	3
GO:0016208(PANTHER)	3	3
GO:0016235(PANTHER)	3	3
GO:0016236(InterPro)	3	3
GO:0016407(PANTHER)	3	3
GO:0016435(PANTHER)	3	3
GO:0016471(PANTHER)	3	3
GO:0016477(PANTHER)	3	3
GO:0016504(InterPro)	3	3
GO:0016504(PANTHER)	3	3
GO:0016586(PANTHER)	3	3
GO:0016594(PANTHER)	3	3
GO:0016628(PANTHER)	3	3
GO:0016653(PANTHER)	3	3
GO:0016706(InterPro)	3	3
GO:0016783(InterPro)	3	3
GO:0016803(InterPro)	3	3
GO:0016843(PANTHER)	3	3
GO:0017025(PANTHER)	3	3
GO:0017059(PANTHER)	3	3
GO:0017108(PANTHER)	3	3
GO:0017110(PANTHER)	3	3
GO:0017111(PANTHER)	3	3
GO:0017177(PANTHER)	3	3
GO:0017196(PANTHER)	3	3
GO:0018008(PANTHER)	3	3
GO:0018063(PANTHER)	3	3
GO:0018279(InterPro)	3	3
GO:0019264(PANTHER)	3	3
GO:0019369(PANTHER)	3	3
GO:0019408(PANTHER)	3	3
GO:0019544(PANTHER)	3	3
GO:0019676(PANTHER)	3	3
GO:0019786(PANTHER)	3	3
GO:0019856(InterPro)	3	3
GO:0019933(PANTHER)	3	3
GO:0019948(PANTHER)	3	3
GO:0019953(PANTHER)	3	3
GO:0022027(PANTHER)	3	3
GO:0030042(PANTHER)	3	3
GO:0030048(PANTHER)	3	3
GO:0030139(PANTHER)	3	3
GO:0030276(PANTHER)	3	3
GO:0030422(PANTHER)	3	3
GO:0030429(PANTHER)	3	3
GO:0030833(PANTHER)	3	3
GO:0030880(InterPro)	3	3
GO:0030904(PANTHER)	3	3
GO:0030907(PANTHER)	3	3
GO:0030943(PANTHER)	3	3
GO:0030968(InterPro)	3	3
GO:0031072(PANTHER)	3	3
GO:0031118(PANTHER)	3	3
GO:0031120(PANTHER)	3	3
GO:0031297(PANTHER)	3	3
GO:0031405(PANTHER)	3	3
GO:0031415(PANTHER)	3	3
GO:0031417(InterPro)	3	3
GO:0031418(InterPro)	3	3
GO:0031428(InterPro)	3	3
GO:0031461(InterPro)	3	3
GO:0031510(PANTHER)	3	3
GO:0032273(PANTHER)	3	3
GO:0032301(PANTHER)	3	3
GO:0033065(PANTHER)	3	3
GO:0033108(PANTHER)	3	3
GO:0033186(PANTHER)	3	3
GO:0033192(InterPro)	3	3
GO:0033309(PANTHER)	3	3
GO:0033316(PANTHER)	3	3
GO:0033353(PANTHER)	3	3
GO:0034045(PANTHER)	3	3
GO:0034085(PANTHER)	3	3
GO:0034399(PANTHER)	3	3
GO:0034402(PANTHER)	3	3
GO:0034657(PANTHER)	3	3
GO:0034728(PANTHER)	3	3
GO:0034967(PANTHER)	3	3
GO:0035312(PANTHER)	3	3
GO:0035493(PANTHER)	3	3
GO:0036374(InterPro)	3	3
GO:0036374(PANTHER)	3	3
GO:0036376(InterPro)	3	3
GO:0036424(PANTHER)	3	3
GO:0042026(PANTHER)	3	3
GO:0042132(PANTHER)	3	3
GO:0042171(PANTHER)	3	3
GO:0042391(InterPro)	3	3
GO:0042720(InterPro)	3	3
GO:0042776(PANTHER)	3	3
GO:0042800(InterPro)	3	3
GO:0042800(PANTHER)	3	3
GO:0043023(InterPro)	3	3
GO:0043047(PANTHER)	3	3
GO:0043139(InterPro)	3	3
GO:0043295(PANTHER)	3	3
GO:0043420(PANTHER)	3	3
GO:0043527(PANTHER)	3	3
GO:0044611(PANTHER)	3	3
GO:0044613(PANTHER)	3	3
GO:0045046(PANTHER)	3	3
GO:0045134(PANTHER)	3	3
GO:0045324(InterPro)	3	3
GO:0045547(PANTHER)	3	3
GO:0046340(PANTHER)	3	3
GO:0046513(InterPro)	3	3
GO:0046654(PANTHER)	3	3
GO:0046785(PANTHER)	3	3
GO:0046874(PANTHER)	3	3
GO:0046901(PANTHER)	3	3
GO:0047280(PANTHER)	3	3
GO:0047372(PANTHER)	3	3
GO:0048024(PANTHER)	3	3
GO:0048211(PANTHER)	3	3
GO:0048280(PANTHER)	3	3
GO:0048476(PANTHER)	3	3
GO:0050291(InterPro)	3	3
GO:0050291(PANTHER)	3	3
GO:0050613(PANTHER)	3	3
GO:0050661(PANTHER)	3	3
GO:0051014(PANTHER)	3	3
GO:0051169(InterPro)	3	3
GO:0051295(PANTHER)	3	3
GO:0051315(PANTHER)	3	3
GO:0051453(PANTHER)	3	3
GO:0051568(PANTHER)	3	3
GO:0051697(PANTHER)	3	3
GO:0051879(InterPro)	3	3
GO:0051880(PANTHER)	3	3
GO:0051973(PANTHER)	3	3
GO:0052717(PANTHER)	3	3
GO:0052746(PANTHER)	3	3
GO:0055064(PANTHER)	3	3
GO:0055075(PANTHER)	3	3
GO:0060962(InterPro)	3	3
GO:0061617(PANTHER)	3	3
GO:0061709(PANTHER)	3	3
GO:0061723(PANTHER)	3	3
GO:0061908(PANTHER)	3	3
GO:0070150(PANTHER)	3	3
GO:0070182(PANTHER)	3	3
GO:0070390(PANTHER)	3	3
GO:0070628(InterPro)	3	3
GO:0070765(PANTHER)	3	3
GO:0070772(InterPro)	3	3
GO:0070772(PANTHER)	3	3
GO:0070822(PANTHER)	3	3
GO:0070847(PANTHER)	3	3
GO:0071034(PANTHER)	3	3
GO:0071108(PANTHER)	3	3
GO:0071277(PANTHER)	3	3
GO:0071561(PANTHER)	3	3
GO:0071931(PANTHER)	3	3
GO:0072380(PANTHER)	3	3
GO:0072488(PANTHER)	3	3
GO:0072583(InterPro)	3	3
GO:0072659(PANTHER)	3	3
GO:0080132(PANTHER)	3	3
GO:0085020(PANTHER)	3	3
GO:0097176(PANTHER)	3	3
GO:0097320(PANTHER)	3	3
GO:0097720(InterPro)	3	3
GO:0097729(PANTHER)	3	3
GO:0106035(PANTHER)	3	3
GO:0120170(PANTHER)	3	3
GO:0120547(InterPro)	3	3
GO:0140110(PANTHER)	3	3
GO:1902000(PANTHER)	3	3
GO:1902476(PANTHER)	3	3
GO:1902983(PANTHER)	3	3
GO:1903830(InterPro)	3	3
GO:1904380(PANTHER)	3	3
GO:1904382(PANTHER)	3	3
GO:1990023(PANTHER)	3	3
GO:1990071(InterPro)	3	3
GO:1990072(PANTHER)	3	3
GO:1990131(PANTHER)	3	3
GO:1990269(PANTHER)	3	3
GO:1990275(PANTHER)	3	3
GO:1990526(PANTHER)	3	3
GO:1990527(PANTHER)	3	3
GO:0003872(InterPro)	35	2
GO:0004616(InterPro)	23	2
GO:0006275(InterPro)	22	2
GO:0004418(InterPro)	20	2
GO:0004655(InterPro)	20	2
GO:0003916(InterPro)	19	2
GO:0004417(InterPro)	18	2
GO:0006002(InterPro)	18	2
GO:0030337(InterPro)	18	2
GO:0004055(InterPro)	16	2
GO:0004107(InterPro)	16	2
GO:0004555(InterPro)	16	2
GO:0004807(InterPro)	16	2
GO:0003879(InterPro)	14	2
GO:0005991(InterPro)	14	2
GO:0089701(InterPro)	14	2
GO:0004525(InterPro)	13	2
GO:0004830(InterPro)	13	2
GO:0000774(InterPro)	12	2
GO:0003883(InterPro)	12	2
GO:0003937(InterPro)	12	2
GO:0004424(InterPro)	12	2
GO:0004643(InterPro)	12	2
GO:0004852(InterPro)	12	2
GO:0005471(InterPro)	12	2
GO:0006436(InterPro)	12	2
GO:0008939(InterPro)	12	2
GO:0031179(InterPro)	12	2
GO:0140021(InterPro)	12	2
GO:1990544(InterPro)	12	2
GO:0015267(InterPro)	11	2
GO:0001664(InterPro)	10	2
GO:0003934(InterPro)	10	2
GO:0004146(InterPro)	10	2
GO:0004350(InterPro)	10	2
GO:0004788(InterPro)	10	2
GO:0005834(InterPro)	10	2
GO:0006729(InterPro)	10	2
GO:0008108(InterPro)	10	2
GO:0008124(InterPro)	10	2
GO:0009229(InterPro)	10	2
GO:0004325(InterPro)	9	2
GO:0004637(InterPro)	9	2
GO:0042132(InterPro)	9	2
GO:0003938(InterPro)	8	2
GO:0004106(InterPro)	8	2
GO:0004358(InterPro)	8	2
GO:0004392(InterPro)	8	2
GO:0004451(InterPro)	8	2
GO:0004641(InterPro)	8	2
GO:0006814(InterPro)	8	2
GO:0006885(InterPro)	8	2
GO:0008495(InterPro)	8	2
GO:0008531(InterPro)	8	2
GO:0009107(InterPro)	8	2
GO:0016992(InterPro)	8	2
GO:0036431(InterPro)	8	2
GO:0042910(InterPro)	8	2
GO:1901031(InterPro)	8	2
GO:0008113(InterPro)	7	2
GO:0015940(InterPro)	7	2
GO:0046417(InterPro)	7	2
GO:0000350(InterPro)	6	2
GO:0003876(InterPro)	6	2
GO:0004057(InterPro)	6	2
GO:0004425(InterPro)	6	2
GO:0004452(InterPro)	6	2
GO:0004638(InterPro)	6	2
GO:0004640(InterPro)	6	2
GO:0004648(InterPro)	6	2
GO:0004853(InterPro)	6	2
GO:0005245(InterPro)	6	2
GO:0005742(InterPro)	6	2
GO:0005891(InterPro)	6	2
GO:0006303(InterPro)	6	2
GO:0006788(InterPro)	6	2
GO:0008193(InterPro)	6	2
GO:0008478(InterPro)	6	2
GO:0008521(InterPro)	6	2
GO:0008818(InterPro)	6	2
GO:0009443(InterPro)	6	2
GO:0010308(InterPro)	6	2
GO:0010309(InterPro)	6	2
GO:0016428(InterPro)	6	2
GO:0016598(InterPro)	6	2
GO:0019464(InterPro)	6	2
GO:0032264(InterPro)	6	2
GO:0033178(InterPro)	6	2
GO:0035348(InterPro)	6	2
GO:0042558(InterPro)	6	2
GO:0042773(InterPro)	6	2
GO:0044877(InterPro)	6	2
GO:0051073(InterPro)	6	2
GO:0051259(InterPro)	6	2
GO:0051499(InterPro)	6	2
GO:0070273(InterPro)	6	2
GO:0140647(InterPro)	6	2
GO:2001070(InterPro)	6	2
GO:2001256(InterPro)	6	2
GO:0004450(InterPro)	5	2
GO:0004664(InterPro)	5	2
GO:0006102(InterPro)	5	2
GO:0009094(InterPro)	5	2
GO:0009395(InterPro)	5	2
GO:0035299(InterPro)	5	2
GO:0045893(InterPro)	5	2
GO:0061608(InterPro)	5	2
GO:0000123(InterPro)	4	2
GO:0000262(InterPro)	4	2
GO:0000444(InterPro)	4	2
GO:0000731(InterPro)	4	2
GO:0000959(InterPro)	4	2
GO:0001181(InterPro)	4	2
GO:0001405(InterPro)	4	2
GO:0003352(InterPro)	4	2
GO:0003689(InterPro)	4	2
GO:0003855(InterPro)	4	2
GO:0003949(InterPro)	4	2
GO:0003975(InterPro)	4	2
GO:0004053(InterPro)	4	2
GO:0004070(InterPro)	4	2
GO:0004072(InterPro)	4	2
GO:0004198(InterPro)	4	2
GO:0004349(InterPro)	4	2
GO:0004413(InterPro)	4	2
GO:0004506(InterPro)	4	2
GO:0004588(InterPro)	4	2
GO:0004610(InterPro)	4	2
GO:0004635(InterPro)	4	2
GO:0004636(InterPro)	4	2
GO:0004639(InterPro)	4	2
GO:0004731(InterPro)	4	2
GO:0004754(InterPro)	4	2
GO:0004789(InterPro)	4	2
GO:0005381(InterPro)	4	2
GO:0005663(InterPro)	4	2
GO:0005761(InterPro)	4	2
GO:0005763(InterPro)	4	2
GO:0006361(InterPro)	4	2
GO:0006376(InterPro)	4	2
GO:0006402(InterPro)	4	2
GO:0006566(InterPro)	4	2
GO:0006772(InterPro)	4	2
GO:0006817(InterPro)	4	2
GO:0007093(InterPro)	4	2
GO:0007155(InterPro)	4	2
GO:0008320(InterPro)	4	2
GO:0008851(InterPro)	4	2
GO:0009235(InterPro)	4	2
GO:0009916(InterPro)	4	2
GO:0017057(InterPro)	4	2
GO:0017121(InterPro)	4	2
GO:0017128(InterPro)	4	2
GO:0022904(InterPro)	4	2
GO:0030042(InterPro)	4	2
GO:0030906(InterPro)	4	2
GO:0031071(InterPro)	4	2
GO:0031144(InterPro)	4	2
GO:0031204(InterPro)	4	2
GO:0031207(InterPro)	4	2
GO:0031965(InterPro)	4	2
GO:0032958(InterPro)	4	2
GO:0034477(InterPro)	4	2
GO:0034755(InterPro)	4	2
GO:0043043(InterPro)	4	2
GO:0043461(InterPro)	4	2
GO:0043874(InterPro)	4	2
GO:0045047(InterPro)	4	2
GO:0045145(InterPro)	4	2
GO:0045765(InterPro)	4	2
GO:0048268(InterPro)	4	2
GO:0050151(InterPro)	4	2
GO:0051301(InterPro)	4	2
GO:0061640(InterPro)	4	2
GO:0061928(InterPro)	4	2
GO:0065003(InterPro)	4	2
GO:0071630(InterPro)	4	2
GO:0071846(InterPro)	4	2
GO:0071933(InterPro)	4	2
GO:0090730(InterPro)	4	2
GO:0106300(InterPro)	4	2
GO:0106388(InterPro)	4	2
GO:0120009(InterPro)	4	2
GO:1990423(InterPro)	4	2
GO:0004056(InterPro)	3	2
GO:0004421(InterPro)	3	2
GO:0004482(InterPro)	3	2
GO:0005732(InterPro)	3	2
GO:0005744(InterPro)	3	2
GO:0005952(InterPro)	3	2
GO:0008553(InterPro)	3	2
GO:0009966(InterPro)	3	2
GO:0016462(InterPro)	3	2
GO:0016973(InterPro)	3	2
GO:0017061(InterPro)	3	2
GO:0019988(InterPro)	3	2
GO:0030532(InterPro)	3	2
GO:0031011(InterPro)	3	2
GO:0032266(InterPro)	3	2
GO:0042450(InterPro)	3	2
GO:0043047(InterPro)	3	2
GO:0043399(InterPro)	3	2
GO:0045048(InterPro)	3	2
GO:0051225(InterPro)	3	2
GO:0070652(InterPro)	3	2
GO:0000012(PANTHER)	2	2
GO:0000026(PANTHER)	2	2
GO:0000027(InterPro)	2	2
GO:0000045(InterPro)	2	2
GO:0000050(PANTHER)	2	2
GO:0000052(PANTHER)	2	2
GO:0000053(PANTHER)	2	2
GO:0000056(InterPro)	2	2
GO:0000076(InterPro)	2	2
GO:0000086(PANTHER)	2	2
GO:0000111(PANTHER)	2	2
GO:0000112(PANTHER)	2	2
GO:0000138(PANTHER)	2	2
GO:0000150(PANTHER)	2	2
GO:0000155(PANTHER)	2	2
GO:0000160(PANTHER)	2	2
GO:0000165(PANTHER)	2	2
GO:0000172(PANTHER)	2	2
GO:0000213(InterPro)	2	2
GO:0000213(PANTHER)	2	2
GO:0000220(InterPro)	2	2
GO:0000221(PANTHER)	2	2
GO:0000225(PANTHER)	2	2
GO:0000244(InterPro)	2	2
GO:0000246(PANTHER)	2	2
GO:0000247(PANTHER)	2	2
GO:0000253(PANTHER)	2	2
GO:0000272(InterPro)	2	2
GO:0000275(PANTHER)	2	2
GO:0000285(InterPro)	2	2
GO:0000285(PANTHER)	2	2
GO:0000293(PANTHER)	2	2
GO:0000302(PANTHER)	2	2
GO:0000309(InterPro)	2	2
GO:0000350(PANTHER)	2	2
GO:0000381(InterPro)	2	2
GO:0000444(PANTHER)	2	2
GO:0000455(PANTHER)	2	2
GO:0000494(PANTHER)	2	2
GO:0000495(PANTHER)	2	2
GO:0000502(InterPro)	2	2
GO:0000701(PANTHER)	2	2
GO:0000703(PANTHER)	2	2
GO:0000707(PANTHER)	2	2
GO:0000709(PANTHER)	2	2
GO:0000715(PANTHER)	2	2
GO:0000730(PANTHER)	2	2
GO:0000731(PANTHER)	2	2
GO:0000750(PANTHER)	2	2
GO:0000775(PANTHER)	2	2
GO:0000779(PANTHER)	2	2
GO:0000814(InterPro)	2	2
GO:0000814(PANTHER)	2	2
GO:0000824(PANTHER)	2	2
GO:0000902(InterPro)	2	2
GO:0000931(InterPro)	2	2
GO:0000956(InterPro)	2	2
GO:0000964(PANTHER)	2	2
GO:0000965(PANTHER)	2	2
GO:0000987(PANTHER)	2	2
GO:0001002(PANTHER)	2	2
GO:0001003(PANTHER)	2	2
GO:0001042(PANTHER)	2	2
GO:0001046(PANTHER)	2	2
GO:0001181(PANTHER)	2	2
GO:0001193(PANTHER)	2	2
GO:0001522(PANTHER)	2	2
GO:0001680(PANTHER)	2	2
GO:0002084(PANTHER)	2	2
GO:0002100(PANTHER)	2	2
GO:0002949(PANTHER)	2	2
GO:0002953(InterPro)	2	2
GO:0002953(PANTHER)	2	2
GO:0003730(PANTHER)	2	2
GO:0003785(PANTHER)	2	2
GO:0003849(PANTHER)	2	2
GO:0003872(PANTHER)	2	2
GO:0003876(PANTHER)	2	2
GO:0003879(PANTHER)	2	2
GO:0003883(PANTHER)	2	2
GO:0003909(InterPro)	2	2
GO:0003919(PANTHER)	2	2
GO:0003923(InterPro)	2	2
GO:0003923(PANTHER)	2	2
GO:0003934(PANTHER)	2	2
GO:0003937(PANTHER)	2	2
GO:0003938(PANTHER)	2	2
GO:0003942(PANTHER)	2	2
GO:0003949(PANTHER)	2	2
GO:0003950(InterPro)	2	2
GO:0003954(PANTHER)	2	2
GO:0003958(InterPro)	2	2
GO:0003958(PANTHER)	2	2
GO:0003960(InterPro)	2	2
GO:0003960(PANTHER)	2	2
GO:0003961(PANTHER)	2	2
GO:0003963(PANTHER)	2	2
GO:0003968(InterPro)	2	2
GO:0003968(PANTHER)	2	2
GO:0003972(InterPro)	2	2
GO:0003972(PANTHER)	2	2
GO:0003975(PANTHER)	2	2
GO:0003984(InterPro)	2	2
GO:0003984(PANTHER)	2	2
GO:0003991(PANTHER)	2	2
GO:0003994(InterPro)	2	2
GO:0003998(InterPro)	2	2
GO:0003998(PANTHER)	2	2
GO:0004014(PANTHER)	2	2
GO:0004015(PANTHER)	2	2
GO:0004017(PANTHER)	2	2
GO:0004029(InterPro)	2	2
GO:0004043(InterPro)	2	2
GO:0004047(InterPro)	2	2
GO:0004049(InterPro)	2	2
GO:0004053(PANTHER)	2	2
GO:0004055(PANTHER)	2	2
GO:0004056(PANTHER)	2	2
GO:0004057(PANTHER)	2	2
GO:0004061(PANTHER)	2	2
GO:0004067(PANTHER)	2	2
GO:0004072(PANTHER)	2	2
GO:0004073(PANTHER)	2	2
GO:0004099(PANTHER)	2	2
GO:0004103(PANTHER)	2	2
GO:0004105(InterPro)	2	2
GO:0004105(PANTHER)	2	2
GO:0004107(PANTHER)	2	2
GO:0004109(PANTHER)	2	2
GO:0004123(PANTHER)	2	2
GO:0004124(PANTHER)	2	2
GO:0004127(PANTHER)	2	2
GO:0004140(PANTHER)	2	2
GO:0004141(PANTHER)	2	2
GO:0004146(PANTHER)	2	2
GO:0004149(PANTHER)	2	2
GO:0004152(PANTHER)	2	2
GO:0004163(InterPro)	2	2
GO:0004163(PANTHER)	2	2
GO:0004185(PANTHER)	2	2
GO:0004306(InterPro)	2	2
GO:0004306(PANTHER)	2	2
GO:0004309(PANTHER)	2	2
GO:0004315(PANTHER)	2	2
GO:0004318(InterPro)	2	2
GO:0004322(InterPro)	2	2
GO:0004322(PANTHER)	2	2
GO:0004325(PANTHER)	2	2
GO:0004335(PANTHER)	2	2
GO:0004349(PANTHER)	2	2
GO:0004350(PANTHER)	2	2
GO:0004352(InterPro)	2	2
GO:0004360(InterPro)	2	2
GO:0004360(PANTHER)	2	2
GO:0004385(InterPro)	2	2
GO:0004392(PANTHER)	2	2
GO:0004399(InterPro)	2	2
GO:0004399(PANTHER)	2	2
GO:0004412(PANTHER)	2	2
GO:0004416(PANTHER)	2	2
GO:0004419(InterPro)	2	2
GO:0004419(PANTHER)	2	2
GO:0004421(PANTHER)	2	2
GO:0004422(InterPro)	2	2
GO:0004422(PANTHER)	2	2
GO:0004424(PANTHER)	2	2
GO:0004438(InterPro)	2	2
GO:0004451(PANTHER)	2	2
GO:0004452(PANTHER)	2	2
GO:0004475(InterPro)	2	2
GO:0004482(PANTHER)	2	2
GO:0004487(PANTHER)	2	2
GO:0004493(PANTHER)	2	2
GO:0004506(PANTHER)	2	2
GO:0004515(InterPro)	2	2
GO:0004535(InterPro)	2	2
GO:0004555(PANTHER)	2	2
GO:0004588(PANTHER)	2	2
GO:0004596(PANTHER)	2	2
GO:0004609(PANTHER)	2	2
GO:0004610(PANTHER)	2	2
GO:0004622(InterPro)	2	2
GO:0004622(PANTHER)	2	2
GO:0004623(PANTHER)	2	2
GO:0004630(PANTHER)	2	2
GO:0004631(InterPro)	2	2
GO:0004631(PANTHER)	2	2
GO:0004633(PANTHER)	2	2
GO:0004637(PANTHER)	2	2
GO:0004639(PANTHER)	2	2
GO:0004641(PANTHER)	2	2
GO:0004643(PANTHER)	2	2
GO:0004648(PANTHER)	2	2
GO:0004655(PANTHER)	2	2
GO:0004660(PANTHER)	2	2
GO:0004662(PANTHER)	2	2
GO:0004671(PANTHER)	2	2
GO:0004708(PANTHER)	2	2
GO:0004713(PANTHER)	2	2
GO:0004729(InterPro)	2	2
GO:0004729(PANTHER)	2	2
GO:0004731(PANTHER)	2	2
GO:0004741(PANTHER)	2	2
GO:0004746(PANTHER)	2	2
GO:0004747(InterPro)	2	2
GO:0004760(PANTHER)	2	2
GO:0004767(InterPro)	2	2
GO:0004769(PANTHER)	2	2
GO:0004771(PANTHER)	2	2
GO:0004788(PANTHER)	2	2
GO:0004789(PANTHER)	2	2
GO:0004792(InterPro)	2	2
GO:0004794(InterPro)	2	2
GO:0004805(PANTHER)	2	2
GO:0004806(PANTHER)	2	2
GO:0004807(PANTHER)	2	2
GO:0004814(PANTHER)	2	2
GO:0004831(PANTHER)	2	2
GO:0004850(PANTHER)	2	2
GO:0004852(PANTHER)	2	2
GO:0004853(PANTHER)	2	2
GO:0004862(PANTHER)	2	2
GO:0004864(PANTHER)	2	2
GO:0004865(PANTHER)	2	2
GO:0004866(PANTHER)	2	2
GO:0005078(PANTHER)	2	2
GO:0005102(PANTHER)	2	2
GO:0005164(PANTHER)	2	2
GO:0005200(PANTHER)	2	2
GO:0005262(InterPro)	2	2
GO:0005290(PANTHER)	2	2
GO:0005302(PANTHER)	2	2
GO:0005347(PANTHER)	2	2
GO:0005371(PANTHER)	2	2
GO:0005384(PANTHER)	2	2
GO:0005388(InterPro)	2	2
GO:0005483(PANTHER)	2	2
GO:0005506(PANTHER)	2	2
GO:0005507(PANTHER)	2	2
GO:0005519(InterPro)	2	2
GO:0005545(InterPro)	2	2
GO:0005545(PANTHER)	2	2
GO:0005635(InterPro)	2	2
GO:0005655(PANTHER)	2	2
GO:0005657(InterPro)	2	2
GO:0005662(PANTHER)	2	2
GO:0005664(InterPro)	2	2
GO:0005665(InterPro)	2	2
GO:0005672(PANTHER)	2	2
GO:0005673(PANTHER)	2	2
GO:0005674(InterPro)	2	2
GO:0005694(PANTHER)	2	2
GO:0005732(PANTHER)	2	2
GO:0005751(PANTHER)	2	2
GO:0005753(PANTHER)	2	2
GO:0005754(PANTHER)	2	2
GO:0005785(InterPro)	2	2
GO:0005797(PANTHER)	2	2
GO:0005801(PANTHER)	2	2
GO:0005813(InterPro)	2	2
GO:0005826(PANTHER)	2	2
GO:0005871(InterPro)	2	2
GO:0005875(InterPro)	2	2
GO:0005905(PANTHER)	2	2
GO:0005929(InterPro)	2	2
GO:0005942(PANTHER)	2	2
GO:0005945(PANTHER)	2	2
GO:0005946(PANTHER)	2	2
GO:0005953(PANTHER)	2	2
GO:0005965(PANTHER)	2	2
GO:0005992(PANTHER)	2	2
GO:0005993(InterPro)	2	2
GO:0005993(PANTHER)	2	2
GO:0006012(PANTHER)	2	2
GO:0006014(InterPro)	2	2
GO:0006032(InterPro)	2	2
GO:0006032(PANTHER)	2	2
GO:0006044(PANTHER)	2	2
GO:0006047(PANTHER)	2	2
GO:0006084(InterPro)	2	2
GO:0006084(PANTHER)	2	2
GO:0006101(InterPro)	2	2
GO:0006163(InterPro)	2	2
GO:0006166(PANTHER)	2	2
GO:0006172(InterPro)	2	2
GO:0006178(PANTHER)	2	2
GO:0006183(PANTHER)	2	2
GO:0006188(PANTHER)	2	2
GO:0006218(PANTHER)	2	2
GO:0006241(PANTHER)	2	2
GO:0006261(InterPro)	2	2
GO:0006274(PANTHER)	2	2
GO:0006301(InterPro)	2	2
GO:0006301(PANTHER)	2	2
GO:0006307(InterPro)	2	2
GO:0006310(PANTHER)	2	2
GO:0006335(InterPro)	2	2
GO:0006351(PANTHER)	2	2
GO:0006356(PANTHER)	2	2
GO:0006361(PANTHER)	2	2
GO:0006369(PANTHER)	2	2
GO:0006384(PANTHER)	2	2
GO:0006386(PANTHER)	2	2
GO:0006399(PANTHER)	2	2
GO:0006401(PANTHER)	2	2
GO:0006409(PANTHER)	2	2
GO:0006420(PANTHER)	2	2
GO:0006446(PANTHER)	2	2
GO:0006474(InterPro)	2	2
GO:0006474(PANTHER)	2	2
GO:0006482(InterPro)	2	2
GO:0006482(PANTHER)	2	2
GO:0006488(PANTHER)	2	2
GO:0006513(InterPro)	2	2
GO:0006525(PANTHER)	2	2
GO:0006528(PANTHER)	2	2
GO:0006532(PANTHER)	2	2
GO:0006538(InterPro)	2	2
GO:0006555(PANTHER)	2	2
GO:0006561(PANTHER)	2	2
GO:0006571(PANTHER)	2	2
GO:0006597(PANTHER)	2	2
GO:0006605(PANTHER)	2	2
GO:0006616(PANTHER)	2	2
GO:0006623(InterPro)	2	2
GO:0006627(InterPro)	2	2
GO:0006637(InterPro)	2	2
GO:0006646(InterPro)	2	2
GO:0006657(InterPro)	2	2
GO:0006659(InterPro)	2	2
GO:0006666(InterPro)	2	2
GO:0006666(PANTHER)	2	2
GO:0006694(InterPro)	2	2
GO:0006729(PANTHER)	2	2
GO:0006747(PANTHER)	2	2
GO:0006771(PANTHER)	2	2
GO:0006779(PANTHER)	2	2
GO:0006780(InterPro)	2	2
GO:0006780(PANTHER)	2	2
GO:0006782(PANTHER)	2	2
GO:0006788(PANTHER)	2	2
GO:0006812(PANTHER)	2	2
GO:0006820(PANTHER)	2	2
GO:0006826(InterPro)	2	2
GO:0006826(PANTHER)	2	2
GO:0006829(PANTHER)	2	2
GO:0006833(PANTHER)	2	2
GO:0006851(InterPro)	2	2
GO:0006862(InterPro)	2	2
GO:0006880(PANTHER)	2	2
GO:0006904(PANTHER)	2	2
GO:0006915(InterPro)	2	2
GO:0006990(PANTHER)	2	2
GO:0006998(InterPro)	2	2
GO:0006998(PANTHER)	2	2
GO:0007007(PANTHER)	2	2
GO:0007015(InterPro)	2	2
GO:0007017(PANTHER)	2	2
GO:0007030(InterPro)	2	2
GO:0007041(PANTHER)	2	2
GO:0007097(PANTHER)	2	2
GO:0007099(PANTHER)	2	2
GO:0007163(PANTHER)	2	2
GO:0007584(PANTHER)	2	2
GO:0008053(PANTHER)	2	2
GO:0008061(PANTHER)	2	2
GO:0008108(PANTHER)	2	2
GO:0008117(PANTHER)	2	2
GO:0008124(PANTHER)	2	2
GO:0008126(PANTHER)	2	2
GO:0008137(PANTHER)	2	2
GO:0008142(PANTHER)	2	2
GO:0008143(PANTHER)	2	2
GO:0008153(PANTHER)	2	2
GO:0008171(InterPro)	2	2
GO:0008193(PANTHER)	2	2
GO:0008194(PANTHER)	2	2
